lafz	aeraab	qism	maani_en
بودباش		noun	residence, dwelling, habitation
تهیدست		adj	poor, indigent
تماشاخانه		noun	playhouse, theater, stage
پیشکار		noun	steward, majordomo
خزعبل		noun	nonsense, absurd
صاحبقران		noun	"Master of the Conjunction": a laudatory royal title, especially associated with the fourteenth-century warlor
نقش و نگار		noun	ornamentation; decorations and adornment; paintings and images
خرت و پرت		noun	trinkets, baubles, frippery
مبهوت		adj	astonished, confused, confounded
سرگشته		adj	confused, befuddled
دلفگار		adj	sick at heart, melancholy
گلبن		noun	rosebush
برآمدن		verb	to come up, to come from downwards
ژئوپلیتیکی		adj	geopolitical
خوی کردن		verb	to sweat
نازپرورده		adj	sheltered; brought up delicately; spoiled
الی		prep	to, up to
زانو زدن		verb	to kneel, to kneel down
هیربد		noun	herbad, lowest-ranking Zoroastrian priest
جاوی		adj	Jawi (relating to the Arabic script used for Malay and some other Austronesian languages)
گلناری		adj	vivid red, bright red; red like the pomegranate flower
چپه شدن		verb	to fall, to sink (be moved downwards)
همبستر		noun	sexual partner
مسلمانی		noun	Islam
افتاده		noun	humbled person, oppressed person
برچیدن		verb	to remove, to dismantle, to uproot
عقاب فیلیپینی		noun	Philippine eagle
فیلیپینی		adj	Philippine, Filipino
فرزانگی		noun	wisdom
ارتیشدار		noun	warrior
ناکجا		noun	nowhere
ناکجاآباد		noun	middle of nowhere
تطبیق		noun	adaptation, conformation, accommodation
مقرون به صرفه		adj	affordable (of prices)
اعیان		noun	the aristocracy, the nobility
یکپارچه		adj	solid, concrete, structurally sound
فیمابین		prep	in between
طرفین		noun	the two parties (relating to a dispute, a case, a treaty, a negotiation, etc.)
قویا	قویاً	adv	strongly
حقانیت		noun	righteousness, legitimacy (of one's actions)
فلاکت		noun	adversity, adverse fortune
وردنه		noun	rolling pin
پریخوان		noun	exorcist
سوزنک		noun	gonorrhoea
جفت شدن		verb	to have sex
سفالین		adj	earthen (especially of earthenware)
پچ پچ		noun	chatter
درزمال		noun	clothes iron, flatiron
برکندن		verb	to dig up, to dig out
چانه کسی گرم شدن		verb	to keep talking a lot for a long time
سردرختی		noun	fruit from trees
قشقرق		noun	dramatic scene, scandal
بامبول		noun	monkey business, trickery, fraud
مادرمرده		adj	whose mother has passed away
پیشگام		noun	pioneer, trendsetter, harbinger, groundbreaker, trailblazer
صاحب این قلم		noun	I, the writer; used by the author in self-reference.
متباعد		adj	divergent
دوستکام		noun	beloved
بهارنارنج		noun	orange blossom, flower of the orange tree
خاستگاه		noun	origin, source (e.g. of a phenomenon)
ایفا		noun	fulfillment, discharge
نقش بستن		verb	to draw, to sketch
تزکیه		noun	purification, cleansing, sanctification
زل زدن		verb	to stare
بزرگداشت		noun	commemoration, homage
سر رفتن		verb	to go out (for something)
درمسال		noun	dharamshala
اهل هنود		noun	Hindus, especially Hindus in Afghanistan
گودواره		noun	gurdwara
تدخین		noun	fumigation
انحلال		noun	dissolution (e.g. of an organization)
طفره		noun	evasion, dodging, avoiding
سحرگاهی		noun	suhur
دارالفنون		noun	university
صدراعظم		noun	Chancellor
چند و چون		noun	conditions, particulars, facts
دگراندیش		noun	dissident, dissenter
کارمزد		noun	wage, commission
فراخور		adj	suitable, fit, suited
تنیدگی		noun	tension, being somewhat anxious
خواهشمند		adj	requesting, asking
ایاب و ذهاب		noun	return, two-way, round-trip
ساماندهی		noun	organization (act of organizing)
تلاطم		noun	choppiness, roughness
ناچیز		adj	insignificant, trifling, trivial
دلشده		adj	lovesick, enamored
مستمند		adj	afflicted, needy
زرق و برق		noun	garishness, gaudiness
کباده		noun	bow-like metal equipment used for exercise
دزدیده		adj	stolen
سقاخانه		noun	traditional public water fountain
عبادتخانه		noun	place of worship, temple
بهدین		noun	Zoroastrian ("those of the good faith")
مژدگانی		noun	gift to someone who brings good news
سنگ تمام گذاشتن		verb	to finish something perfectly (literally, “to lay the finishing stone”)
گزنه		noun	nettle
آتش گرفتن		verb	to catch fire
زبانه		noun	something resembling a tongue:
خانمان		noun	house and furniture
دسترخوان		noun	tablecloth
هوسکار		noun	amateur, enthusiast, aficionado
بلاصاحب		adj	ownerless
منطبق		adj	matching, congruent
خنده زدن		verb	synonym of خندیدن (xandidan)
لالستان		noun	tulip-garden
مرکبات		noun	citrus fruits
شکوفه دادن		verb	to blossom, to bloom
بالا آوردن		verb	to throw up, to vomit
هندوایرانی		adj	Indo-Iranian
عیاری		noun	slyness, cunning
آقایی		noun	generosity, the personality of a gentleman
آفتاب مهتاب ندیده		adj	sheltered, naive, innocent
دلمه		noun	dolma
نهادینه		adj	embedded, institutionalized
محجبه		adj	hijabi, veiled
دنج		adj	cozy, snug
زبانزد		adj	celebrated, talk of the town
زیبنده		adj	befitting, becoming (of), suiting
گلقند		noun	gulkand (rose petal preserve)
بردوختن		verb	to sew shut, to stitch
رنجه		noun	suffering, toil
عیان		adj	obvious, clear
کوپه		noun	cupping glass
ایوبی		adj	Ayyubid
همگونی		noun	homogeneity
غمگسار		adj	sympathetic, compassionate, empathetic, condoling
درمانده		adj	distressed, hopeless, helpless
دولتخواه		noun	well-wisher
دلدوز		adj	heartsick, heartsore, heartbroken
مداخله		noun	intervention
ملچ ملوچ		noun	munching
تف انداختن		verb	to spit
فشار دادن		verb	to push
پوسیده		adj	rotten
شناور بودن		verb	to float
پده		noun	Euphrates poplar (Populus euphratica)
از دست رفتن		verb	to disappear, to be lost
چونکه		conj	because, since
خنجال		noun	scratching (with nails)
چرکین		adj	dirty, unclean
نارنگستان		noun	orangery
خلیفگی		noun	caliphship
نویسندگی		noun	writing
ماوا		noun	domicile, residence, abode
بیچارگی		noun	helplessness
کالبدشکافی		noun	dissection, autopsy
چهارپایه		noun	stool
همکف		noun	ground floor
مددکار		noun	social worker
دلسرد		adj	disheartened, discouraged
دلدرد		noun	stomachache
رحلت		noun	passing, death
نمازخانه		noun	prayer room
مفقودالاثر		adj	missing in action
مچاله		noun	crumpled
صورتک		noun	small face
دست و پا شکسته		adj	broken, clumsy
خاطرنشان کردن		verb	to point out
سرپوش گذاشتن		verb	to cover up, to conceal, to hide
سپاسگزاری		noun	gratitude
گلنار		noun	pomegranate flower
آهنگسازی		noun	composition
ترسیم		noun	sketch, drawing
مردسالاری		noun	patriarchy, male supremacy
دوشیزگی		noun	virginity
خرپول		noun	rich person
سرمربی		noun	head coach
حول و حوش		noun	environs, surroundings
پوشه		noun	file folder
خونگرم		adj	warm-blooded (having a constant body temperature)
نظرباز		noun	ogler; someone who ogles at women or attractive people
از ما بهتران		noun	"those better than us"; the elite classes, the rich
گزاییدن	گَزاییدن	verb	to harm, injure, damage
دل را از عزا درآوردن		verb	to become full, to eat to satiety
مجلل		adj	splendid
دسترنج		noun	wage
کشاندن		verb	to drag, to draw
بازدارنده		noun	hindrance, obstacle
پشمینه		noun	woolstuff
بالاخانه		noun	upper room
زوجین		noun	married couple
رژیمی		adj	diet, relating to weight loss
چکیده		noun	abstract, summary
کلانتری		noun	police station
امدادگر		noun	aid worker, rescue worker
ماءالشعیر		noun	non-alcoholic beer
شماره گرفتن		verb	to get someone's phone number
منتها		noun	endpoint, extremity
پیشکسوت		noun	old hand, veteran, doyen
خودشیفته		adj	self-enamored, narcissistic
خبرفوری		noun	breaking news
سربسته		adj	sealed, closed shut
نگهبان		noun	guard, watchman
مرتکب شدن		noun	to perpetrate, to commit (a crime, a misdeed)
راهکار		noun	method, approach (e.g. to a problem)
آبدارچی		noun	butler
نوچه		noun	novice, beginner, youngling
رذالت		noun	vileness, baseness
چترنگ		noun	older form of شطرنج (šatranj)
زنگوله		noun	bell, little bell; smaller than زنگ (zang).
لو دادن		verb	to reveal, to give away
قاتولیقه		noun	Catholic
مهرگیاه		noun	synonym of مردمگیاه (mardum-giyāh /mardom-giyâh)
دامدار		noun	rancher, pastoralist, cowherd
برپایی		noun	establishment, act of establishing
کوررنگ		adj	color blind
زیرتبار		noun	subtribe
ایدئولوژیکی		adj	ideological
دوام آوردن		verb	to endure; to last; to persevere
در خود جای دادن		verb	to house, to include, to have
جر و بحث		noun	contention, dispute, disagreement
خواهشا		adv	please
کلینکس		noun	kleenex, a disposable tissue
بارگیری		noun	loading (e.g. cargo onto a ship)
آزمون و خطا		noun	trial and error
ناوشکن		noun	destroyer (type of warship)
خاراندن		verb	to scratch, to scrape
واویلا		intj	woe! alas!
میخچه		noun	corn, clavus (on the skin)
غیب شدن		verb	to disappear mysteriously
جا شدن		verb	to fit in (a space)
غمباد		noun	goitre
آنچنان		adv	so, so much, to such an extent
چکاچاک		noun	clank of weapons (i.e. a sword)
صدادار		adj	vowel, vocalic
چسب		noun	glue, adhesive
پشتکار		noun	perseverance, effort
دوستگان		noun	beloved
دوستکان		noun	beloved
متناوب		adj	alternating, periodic, intermittent
تحت اللفظی		adj	literal, word-by-word
ضربدر		noun	X mark
گنجاندن		verb	to include, to insert, to make room for
قابلمه		noun	cooking pot
دلهره		noun	anxiety, disturbance, disorder
پویا		adj	dynamic
سخت گرفتن		verb	to be harsh, to be strict
تراکنش		noun	transaction (e.g. financial)
چپه		adj	left-handed (using one's left hand)
تخفیف		noun	sale, discount
نابکار		adj	wicked, bad
تماس گرفتن		verb	to call (on the phone)
سازگاری		noun	fitness, suitability, compatibility
کش دادن		verb	to draw out, to elongate
چیدمان		noun	interior décor, layout
بازبینی		noun	inspection, review, control
نصب شدن		verb	to be installed
وفادار		noun	loyal person
ریو		noun	fraud, deceit
جایگشت		noun	permutation
بهینه		adj	optimal
هواسپهر		noun	atmosphere
پراکنده		adj	scattered
چهاریار		noun	The four successors to the Prophet Muhammad; Rashidun caliphs
گیر انداختن		verb	to trap, to ensnare
رابط کاربری		noun	user interface
درگرفتن		verb	to be kindled, to catch fire
گریزگاه		noun	haven, refuge
پیشی گرفتن		verb	to take precedence
بروز دادن		verb	to express, to disclose, to divulge
آگاهانه		adj	conscious; (adverbially) consciously
بربردن		noun	to elevate, to hoist
برنشستن		noun	to ride, to sit
بررسیدن		verb	to check, to search
برمنش		noun	arrogant
لڤ		noun	Early New Persian form of لب (lab, “lip”)
التفات فرمودن		verb	to favor
شروانشاه		noun	Shirvanshah
طرحواره		noun	schema
چرت زدن		verb	to nap
لازمه		noun	requisite, necessary condition
بیمارگونه		adj	pathological
خطا رفتن		verb	to err, to be in the wrong
دگردیسی		noun	metamorphosis
تیتراژ		noun	credits
فرتوت		adj	old and decrepit
ثلاثه غساله		noun	three cups of morning wine (thought to be purifying)
لغزیدن		verb	to slip, to stumble
آبغوره		noun	verjuice (common in Persian cooking)
رودربایستی		noun	bashfulness; state or feeling of being distant, polite, and not intimate
تطبیقی		adj	comparative
نیکوکاری		noun	philanthropy, charity
کارخانگی		noun	homework (exercises assigned by a teacher to a student)
بشگرد		noun	hunter
گماشته		noun	agent, delegate, appointee
بدشگان		noun	Spanish broom, Spartium junceum
چکره		noun	drip
همخوان		noun	consonant
کمردرد		noun	lower back pain
گلچین		noun	flower-picker
مانع شدن		verb	to prevent, to stop
کلاه سر کسی گذاشتن		verb	to trick someone, to swindle someone
درازگویی		noun	circumlocution, long-winded speech
زیتون پرورده		noun	zeytun-e parvardeh (marinated olive dish)
مفتخر		adj	proud
فراز و نشیب		noun	ups and downs
تاکستان		noun	vineyard
دستبرد		noun	robbery; also figurative.
مرداب		noun	stagnant swamp
دوبله		noun	dubbing (revoicing)
سازماندهی		noun	organization, organizing (act of organizing)
اقتدارگرا		adj	authoritative
مغرض		adj	partial, self-interested
حاشیه رفتن		verb	to beat around the bush, to evade the main issue
هندوکوه		noun	synonym of هِنْدُوکُش (hindūkuš)
بیست و یک		num	twenty one
بیست و یکم		num	twenty-first
شهامت		noun	courage, valor
چاپلوس		noun	sycophant
تندباد		noun	gale, strong wind
آبنبات		noun	candy (e.g. lollipop)
شیفتگی		noun	infatuation
متوسل شدن		verb	to resort (to)
بوجی موجی		noun	an instance of flirting with lots of kissings and intimacy in a cute way
عقب ماندن		verb	to lag behind
فانوسقه		noun	cartridge box
زایشگاه		noun	maternity hospital
كرم صدپا		noun	caterpillar
پونزده		num	colloquial-un form of پانزده (pânzdah)
یافا		noun	clementine (type of small, sweet orange)
طناب زدن		verb	To skip rope
لنبه		adj	fat, corpulent, chubby
تخماق		noun	mallet, beetle, rammer
چلغوزه		noun	chilgoza
پامیری		adj	Pamiri
یغنابی		noun	Yaghnobi (a member of an ethnic minority in Tajikistan, inhabiting the Sughd province in the valleys of the Ya
گذرگاه		noun	passageway, passage, pass (e.g. through a mountain chain)
هرچند		conj	although
جار زدن		verb	to proclaim
ورانداز کردن		verb	to eye, to look up and down
ملتفت		adj	aware, conscious, cognizant
دستپاچه		adj	flustered, nervous
کلک کسی را کندن		verb	to dismiss, to dispatch
پیچ و تاب		noun	twist and turn, contortion
چترباز		noun	parachutist
سرخانه		adj	present in the house; live-in
کوشانشاه		noun	Kushanshah
نیست و نابود		adj	annihilated, totally destroyed
ورق خوردن		verb	to be flipped, to be turned
پهلویسم		noun	Pahlavism (an Iranian nationalist ideology centered on the rule and legacy of the Pahlavi dynasty (1925–1979))
فروکش		noun	subsiding, falling down
خشکبار		noun	dried fruit
هیچستان		noun	land of nothingness
منقضی		adj	expired, elapsed
پنبه نسوز		noun	asbestos
پررنگ		noun	vibrant, strong (of colors)
لم دادن		noun	to lean back
فرهیخته		adj	educated, learnèd
بیدادپیشه		adj	habitually oppressive, ever-tyrannical
چسپاندن		verb	to stick
فروسرخ		adj	infrared
خارکن		noun	someone who collects and sells thorny bushes (e.g. as firewood)
شیرمرد		noun	valiant hero; lion-like man
خبرچین		noun	snitch, informant
بزکشی		noun	buzkashi (a team sport originating in Central Asia, where the players, all on horseback, try to place an anima
سورتمه		noun	sleigh, sledge
پاکدامنی		noun	chastity, abstinence, modesty
عیدی		adj	of or relating to a feast
ضامن شدن		verb	to guarantee
بلاتکلیف		adj	undecided, unclear
بخور و نمیر		adj	barely sufficient, barely enough to scrape by
منزجر		adj	disgusted, repulsed
ریوی		adj	pulmonary; related to the lung
انزجار		noun	repulsion, abhorrence, disgust
سروزیر		noun	chief minister
ذوالقعده		noun	(Islam) Dhu'l-Qa'da (the eleventh month of the Islamic calendar)
متحمل شدن		verb	to suffer, to bear, to sustain (e.g. damage, losses)
تلقی شدن		verb	to be considered, to be regarded (as), to be seen (as)
جاویدنام		noun	someone whose name is eternally remembered; martyr
سردرگمی		noun	confusion, disorientation
راه انداختن		verb	to launch, to initiate
خردمند		adj	intellectual
زر زدن		verb	to say nonsense, to blabber, to jabber
پایان دادن		verb	to end, to bring to an end
متزلزل		adj	disturbed, unsettled, agitated
فرسایشی		adj	erosional
محدودیت		noun	restriction, limitation
ژست گرفتن		verb	to pose (e.g. for a picture)
خواستگار		noun	suitor
رقم خوردن		verb	to take place
گلوگاه		noun	chokepoint
چشمگیر		adj	impressive, conspicuous
در پیش گرفتن		verb	to pursue, to carry out (e.g. a strategy, a plan)
موافقت کردن		verb	to agree, to consent
خدانگهدار		intj	goodbye, God be with you
آوایش		noun	pronunciation
تمجید		noun	praise
پافشاری		noun	insistence, persistence (on a position, a view)
حیاط خلوت		noun	backyard (in a house)
آداب و رسوم		noun	cultural practices; customs; traditions
گستره		noun	expanse, scope, gamut
جا انداختن		verb	to forget, to miss, to skip (e.g. an item on a list)
سربازی		noun	military service
محتاطانه		adj	cautious, prudent (of actions, thoughts); (adverbially) cautiously, prudently
هپاتیت آ		noun	hepatitis A
هپاتیت دی		noun	hepatitis D
هپاتیت ای		noun	hepatitis E
خواسته		adj	asked for, demanded, requested
لامذهب		adj	irreligious
جبر خطی		noun	linear algebra
اعتمادسازی		noun	trust building; confidence building
الزامات		noun	requirements
انتشار دادن		verb	to publish; synonym of منتشر کردن (muntašir kardan/montašer kardan)
بالقوه		adj	potential
پافشاری کردن		noun	to insist, to persist
پیشامد		noun	event, occurrence
تحویل گرفتن		verb	to receive a delivery
همسنگ		adj	equivalent, analogous
فناورانه		adj	technological
ماندگاری		noun	durability
مستلزم		noun	requiring, necessitating
ایفا کردن		verb	to carry out, to discharge
نگارخانه		noun	art gallery
نیمرخ		noun	profile of a face
نگاه انداختن		verb	to take a look
نتیجه گرفتن		verb	to conclude; to draw the conclusion
جیجاق		noun	Eurasian jay (Garrulus glandarius)
اقتدارگرایی		noun	authoritarianism
جلو زدن		verb	to fast forward
کارد و پنیر		noun	chalk and cheese, apples and oranges; something very different
پوزخند زدن		verb	to grin, to sneer
طنابچه		noun	lanyard
دست و پای خود را گم کردن		verb	to be in distress
به تعویق افتادن		verb	to be delayed, to be postponed
بازتاب		noun	reflection (of an image)
ذهنیت		noun	mentality, mindset
کارشکنی		noun	sabotage
چیره شدن		verb	to overcome, to prevail
هیچ جوره		adv	in no way
برانگیختن		verb	to trigger, to stimulate, to provoke, to bring about
چرخاندن		verb	to turn, to rotate, to spin (something)
بدینسان		adv	in this manner, in this way, likewise
تحویل دادن		verb	to deliver
رسیدگی کردن		verb	to handle, to take care of
متحرک		adj	moving
پاکسازی		noun	cleansing
تجسم		noun	incarnation, embodiment
برقراری		noun	establishment
مبدل شدن		verb	to change; synonym of تبدیل شدن (tabdīl šudan/tabdil šodan)
از سوی دیگر		adv	on the other hand
اختصاص دادن		verb	to allocate, to set aside, to earmark
متقاضی		noun	applicant
با تمام وجود		adv	wholeheartedly, with all my heart
سازگار شدن		verb	to become compatible; to adapt
دلقک	دَلْقَک	noun	clown
غیرانتفاعی		adj	non-profit
خوشبین		adj	optimistic
خوشبینانه		adj	optimistic; (as an adverb) optimistically
دزدگیر		noun	burglar alarm
جرقه		noun	spark
حسگر		noun	sensor
ادا درآوردن		verb	to fake, to pretend, to put on an act
خردکن		noun	grinder, shredder, chopper
شرافتمند		adj	honorable, noble
شرافتمندانه		adj	honorable, noble; (as an adverb) honorably
مسئولانه		adj	responsible; (as an adverb) responsibly
خدمتگزار		noun	servant, worker
گریزپا		adj	elusive, fugacious
اندازه گرفتن		verb	to measure (size)
اندازه گیری		noun	the act of measuring
نیازمند		noun	pauper
بادافراه		noun	punishment, requital
بلندپرواز		noun	Someone with grand goals or ambitions, ambitious
آرواره		noun	jaw
یکه خوردن		noun	To be taken aback
طاقچه		noun	shelf
چرخ و فلک		noun	Ferris wheel
کاغذپران		noun	kite (recreational object)
مسواک زدن		noun	to brush one's teeth
تکفیریون		noun	broken plural of تکفیری (takfīrī /takfiri)
بدرفت		noun	drain, gutter
پفتن		verb	to puff, to swell, to inflate
کیپیدن		verb	to tighten, to seal
توپیدن		verb	To assault verbally. To badmouth.
چاپیدن		verb	to swindle, to scam
آموزاندن		verb	to teach
خاموشیدن		verb	to make silent, to turn off
اژ		pron	I, first person singular subjective pronoun.
