# uz-lughat-alt — رومن کی دوسری املا · کنجی = uz-lughat.json کا id
# ہر سطر:  id <tab> املا|املا|املا
6352	galiban|ghaleban
6355	gadaar|gadar|gaddar
6373	ghusa|gusa|gussa
6374	gazab|gazb|ghazb
6375	ghaflet|ghaflt|guflat
6379	galat|galt|ghalt|glat
6383	galati|galti
6388	galeez|galez|galiz|ghalez
6399	gandha|gunda
6417	faidaa|faiyda|fiada
6420	faarsi
6421	farig|frig
6426	fasla
6428	faaltu
6431	filhaal
6436	fanni
6441	fitnaa
6451	firaak|firaaq
6453	farahmosh|farehmosh
6454	farahmoshi|froashi
6457	farahum|farhaam|farham
6460	furzand
6465	farish
6469	fareshta
6478	farmaan|furmaan
6479	farmna|frmana|furmana
6481	firangi
6492	fasaad|fasd|fussad
6495	fiza
6500	fitret
6510	fakeer
6514	fulsafa
6522	foaj|foj|fouj
6526	foji|fouji
6544	faham
6548	fesad|fisad
6549	faisalabad
6562	kaim|qaiam|qaiem|qaiym
6564	kabiz|qabaz
6565	qabill
6566	kabliyat|qabiliat|qabliat
6567	qaboo
6569	katil|qatel
6588	kaanoun|kanoon|qanun
6593	kanooni|qanoni|qanuni
6605	kabiza|kabza
6609	kibla|qibela
6613	kad
6615	kudrat
6619	kadeem|qadem
6624	kurban|qurbaan
6625	kurbaani|kurbani
6636	kareb|kareeb|qareb|qarib
6640	kist
6652	kasiba
6654	kasoor|kasor|kasur|qasor
6659	kaza|kazaa|kazza
6664	kataar|kattar
6667	katron
6674	qalib|qlab
6678	qala
6686	kalandar|kalander
6693	kamees|kameez|kamiz
6703	koam|qaom|qoam|quom
6706	komi|qomi|qoumi|quami
6715	kayadat|qayadat
6718	kayamat|qyamat|qyamt
6722	qemat|qiamat|qimat
6723	keemti|qemti
6748	laashain|laashen
6764	lapita|laputa
6769	laagat
6774	libaas
6778	lubbon
6783	lahija|lahijaa|lehjaa|lihjaa
6788	lazat
6794	lesaniyat|lisaaniyat
6796	lasi
6797	lashker|lashkr|lushkar
6798	lutaf
6804	laanat|lanaat|lanatttt|lannat
6806	laanati|lanaati
6807	logat|loghat|lugat|luggat
6817	lakab
6819	lambaaa|lumba|lumbaa
6837	lott
6842	louta
6850	loag|loog|loug
6853	looha
6866	larhna|larina
6867	ladka|lrka
6870	ladki|lirki
6871	lrkiyan
6872	ladkiyo|ldkio
6882	lekhna
6885	lagataar
6887	lagaana|lgana|lgna
6888	lagaan|laggan
6889	lagina|lagnaa
6893	lehaaza|lehaza|lihaaza
6907	laina|layna|lyna
6916	lee
6929	matum
6934	mahol|mahool|mahoul
6943	maarna
7046	majmooa|mujmuaa
7064	mahrom|mahromm|mehroom
7066	mehsoos|mhsoos
7094	makhsos|mekhsoos|mekhsos
7099	madars|madarsey
7100	mudat|muddet
